Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
186-450-250-040-165,A pro-metastatic tRNA fragment drives aldolase A oligomerization to enhance aerobic glycolysis in lung adenocarcinoma.,2024-07-25,2024,journal article,Cell reports,22111247; 26391856,Elsevier BV,United States,Qinglin Wang; Xuming Song; Yijian Zhang; Si Liang; Minhao Zhang; Hui Wang; Yipeng Feng; Rutao Li; Hanlin Ding; Yuzhong Chen; Wenjie Xia; Gaochao Dong; Lin Xu; Qixing Mao; Feng Jiang,"Despite being the leading cause of lung cancer-related deaths, the underlying molecular mechanisms driving metastasis progression are still not fully understood. Transfer RNA-derived fragments (tRFs) have been implicated in various biological processes in cancer. However, the role of tRFs in lung adenocarcinoma (LUAD) remains unclear. Our study identified a tRF, tRF-Val-CAC-024, associated with the high-risk component of LUAD, through validation using 3 cohorts. Our findings demonstrated that tRF-Val-CAC-024 acts as an oncogene in LUAD. Mechanistically, tRF-Val-CAC-024 was revealed to bind to aldolase A (ALDOA) dependent on Q125/E224 and promote the oligomerization of ALDOA, resulting in increased enzyme activity and enhanced aerobic glycolysis in LUAD cells. Additionally, we provide preliminary evidence of its potential clinical value by investigating the therapeutic effects of tRF-Val-CAC-024 antagomir-loaded lipid nanoparticles (LNPs) in cell-line-derived xenograft models. These results could enhance our understanding of the regulatory mechanisms of tRFs in LUAD and provide a potential therapeutic target.",43,8,114550,114550,Aldolase A; Glycolysis; Anaerobic glycolysis; Transfer RNA; Phosphofructokinase 2; Biochemistry; Chemistry; Metastatic adenocarcinoma; Adenocarcinoma; Lung; Enzyme; Cancer research; Cell biology; Biology; RNA; Medicine; Genetics; Internal medicine; Gene; Cancer,CP: Cancer; CP: Metabolism; ◼◼◼,"Humans; Fructose-Bisphosphate Aldolase/metabolism; Glycolysis; Adenocarcinoma of Lung/genetics; Animals; Lung Neoplasms/pathology; Mice; RNA, Transfer/metabolism; Cell Line, Tumor; Female; Male; Mice, Nude; Neoplasm Metastasis; Protein Multimerization; Mice, Inbred BALB C","Fructose-Bisphosphate Aldolase; RNA, Transfer; ALDOA protein, human",,,http://dx.doi.org/10.1016/j.celrep.2024.114550,39058593,10.1016/j.celrep.2024.114550,,,0,000-111-057-450-355; 003-494-205-012-382; 003-705-548-003-688; 005-423-019-537-18X; 008-682-353-513-613; 012-459-849-453-709; 016-835-199-849-657; 017-160-849-803-006; 023-130-779-264-800; 023-734-886-195-385; 025-038-133-603-94X; 026-580-027-027-885; 026-934-405-017-664; 027-147-865-316-028; 028-012-313-053-221; 028-526-617-204-437; 028-841-513-717-019; 032-495-384-964-739; 036-564-193-856-964; 037-455-491-802-853; 037-984-834-485-17X; 040-824-177-613-754; 043-078-668-495-657; 051-939-567-803-608; 054-602-113-558-252; 061-369-908-705-59X; 067-122-470-363-858; 071-489-845-644-169; 073-962-731-337-930; 077-609-165-204-508; 077-690-350-086-364; 097-580-781-455-131; 113-004-807-853-617; 132-114-094-897-957; 133-833-739-109-565; 140-364-160-963-708; 146-174-951-271-506; 147-070-321-659-960,9,true,"CC BY, CC BY-NC-ND",gold
186-574-058-034-616,Preclinical Optimization of a Fully Human CD19 Chimeric Antigen Receptor T (CART) Cell to Enhance Efficacy Against CD19-Antigen Low B-Acute Lymphoblastic Leukemia (B-ALL),,2025,journal article,Transplantation and Cellular Therapy,26666367,Elsevier BV,,Victoria M. Giordani; Justin Mirazee; Marie Pouzolles; Mehdi Benzaoui; Christopher D Chien; Adam Kenet; Sooraj Achar; Saliha Majdoul; James N. Kochenderfer; Nirali N. Shah; Gregoire Altan-Bonnet; Taisuke Kondo; Naomi Taylor,,31,2,S199,S200,CD19; Chimeric antigen receptor; Antigen; Cart; Medicine; Immunology; Receptor; Cancer research; T cell; Immune system; Internal medicine; Mechanical engineering; Engineering,,,,,,http://dx.doi.org/10.1016/j.jtct.2025.01.309,,10.1016/j.jtct.2025.01.309,,,0,,0,false,,
187-235-365-292-287,Correction: MNK1/NODAL Signaling Promotes Invasive Progression of Breast Ductal Carcinoma In Situ.,2024-04-15,2024,journal article,Cancer research,15387445; 00085472,American Association for Cancer Research (AACR),United States,Qianyu Guo; Vivian Z Li; Jessica N Nichol; Fan Huang; William Yang; Samuel E J Preston; Zahra Talat; Hanne Lefrère; Henry Yu; Guihua Zhang; Mark Basik; Christophe Gonçalves; Yao Zhan; Dany Plourde; Jie Su; Jose Torres; Maud Marques; Sara Al Habyan; Krikor Bijian; Frédéric Amant; Michael Wichter; Fariba Behbod; Luke McCaffrey; Moulay Alaoui-Jamali; Nadia V Giannakopoulos; Muriel Brackstone; Lynne-Marie Postovit; Sonia V Del Rincón; William H Miller,,84,8,1373,1373,Ductal carcinoma; In situ; Medicine; Carcinoma in situ; NODAL; Oncology; Breast cancer; Pathology; Carcinoma; Internal medicine; Cancer; Chemistry; Organic chemistry,,,,,https://aacrjournals.org/cancerres/article-pdf/84/8/1373/3442597/1373.pdf https://doi.org/10.1158/0008-5472.can-24-0461,http://dx.doi.org/10.1158/0008-5472.can-24-0461,38616659,10.1158/0008-5472.can-24-0461,,,0,031-365-881-622-180,0,true,,bronze
187-538-434-109-860,Pharmacokinetics and Pharmacodynamics in Drug Development,2008-10-16,2008,book chapter,Encyclopedia of Cancer,,Springer Berlin Heidelberg,,Simon Pacey; Debashis Sarker; Paul Workman,,,,2306,2309,Pharmacodynamics; Pharmacokinetics; Pharmacology; Drug; Drug development; Medicine,,,,,,http://dx.doi.org/10.1007/978-3-540-47648-1_4501,,10.1007/978-3-540-47648-1_4501,,,0,,0,false,,
188-079-539-042-021,Correction: Cross-talk Signaling between HER3 and HPV16 E6 and E7 Mediates Resistance to PI3K Inhibitors in Head and Neck Cancer.,2022-09-02,2022,journal article,Cancer research,15387445; 00085472,American Association for Cancer Research (AACR),United States,Toni M Brand; Stefan Hartmann; Neil E Bhola; Hua Li; Yan Zeng; Rachel A O'Keefe; Max V Ranall; Sourav Bandyopadhyay; Margaret Soucheray; Nevan J Krogan; Carolyn Kemp; Umamaheswar Duvvuri; Theresa LaVallee; Daniel E Johnson; Michelle A Ozbun; Julie E Bauman; Jennifer R Grandis,"In the original version of this article (1), there are errors in Figs. 2C and 4E and Supplementary Fig. S3. The authors inadvertently used the same image for p70S6K in SCC47 and SCC90 cells in Fig. 2C. The image of p-AKT-T308 in 93-VU-147T cells in Fig. 3A was duplicated in Supplementary Fig. S3A for p-AKT-T308 in 93-VU-147T cells. The same image was also used for E6 in the PDX-1 and PDX-3 models in Fig. 4E. In addition, a duplicated image was provided for p-AKT-S473 and p-AKT-T308 in SCC90 cells in Supplementary Fig. S3A. The correct original images have been provided, and the errors have been corrected in the latest online HTML and PDF versions of the article. The authors regret this error.Additional duplications were detected in Fig. 1D, 1F, and Fig. 3D, but the authors were unable to furnish the original data pertaining to those panels, which remain unchanged in the current versions. The editors have therefore addressed those issues in a separate Editor's Note (2).",82,17,3187,3187,PI3K/AKT/mTOR pathway; Cancer; Protein kinase B; Head and neck; Regret; Computer science; Information retrieval; Medicine; Biology; Genetics; Signal transduction; Surgery; Machine learning,,,,,,http://dx.doi.org/10.1158/0008-5472.can-22-1308,36052496,10.1158/0008-5472.can-22-1308,,,0,023-195-997-790-072; 188-079-539-042-021,5,false,,
188-168-987-843-492,Diagnostic value of 18F-FDG PET/CT in primary and metastatic renal tumors: a pilot study,2023-09-14,2023,journal article,Clinical and Translational Imaging,22817565; 22815872,Springer Science and Business Media LLC,Italy,Zhenyan Ye; Yutang Yao; Jiaqi Shen; Jun Dang; Shiwei Qing; Xiao Jiang; Xiaoxiong Wang; Hao Lu; Shirong Chen; Zhuzhong Cheng,,12,2,197,203,Medicine; Renal cell carcinoma; Standardized uptake value; Primary tumor; Radiology; Positron emission tomography; Cancer; Metastasis; Nuclear medicine; Pathology; Internal medicine,,,,Science and Technology Program of Sichuan Province; Science and Technology Program of Sichuan Province; Sichuan Medical Research Project Plan,,http://dx.doi.org/10.1007/s40336-023-00598-w,,10.1007/s40336-023-00598-w,,,0,003-816-244-277-50X; 004-253-185-284-362; 004-330-161-922-207; 011-524-349-345-80X; 017-369-575-612-217; 024-223-803-162-767; 036-121-486-637-025; 036-395-714-814-846; 040-992-932-030-986; 043-236-522-993-38X; 049-867-608-561-237; 050-857-388-715-535; 051-961-592-595-530; 057-818-764-910-872; 060-666-699-843-076; 067-513-270-320-659; 068-307-601-502-238; 086-226-480-082-537; 087-449-992-505-921; 088-841-774-342-960; 101-260-167-806-923; 101-280-550-568-786; 110-308-389-802-764; 113-612-092-139-063; 122-205-672-950-379; 150-656-087-670-470,1,false,,
188-284-609-132-210,P-003 Clinical outcomes among multiple myeloma and lymphoma patients taking beta-blockers undergoing CAR-T therapy,,2023,journal article,Clinical Lymphoma Myeloma and Leukemia,21522650; 21522669,Elsevier BV,United States,Kristina Balandan; Yi Hwa; Radhika Bansal; Arushi Khurana; Patrick Johnston; Stephen Ansell; Nora Bennani; Moritz Binder; David Dingli; Morie Gertz; Suzanne Haymann; Prashant Kapoor; Taxiarchis Kourelis; Shaji Kumar; Jonas Paludo; Rahma Warsame; Yucai Wang; Joselle Cook; Urshila Durani; Yi Lin; Angela Dispenzieri,,23,,S34,S34,BETA (programming language); Medicine; Multiple myeloma; Internal medicine; Lymphoma; Oncology; Computer science; Programming language,,,,,,http://dx.doi.org/10.1016/s2152-2650(23)01621-x,,10.1016/s2152-2650(23)01621-x,,,0,,0,false,,
188-431-541-465-867,Prognostic Significance and Adjuvant Therapy Benefits in Patients with Resected Stage I Lung Adenocarcinoma with Micropapillary Pattern,2023-01-01,2023,preprint,,,Elsevier BV,,Jianjie Li; Yujia Chi; Bo Jia; Qiwen Zheng; Jianjun Zhang; Aishen Zhou; Wei Sun; Yue Yang; Jun Zhao; Meina Wu; Tongtong An; Yuyan Wang; Minglei Zhuo; Xue Yang; Hanxiao Chen; Jingjing Wang; Xiaoyu Zhai; Yidi Tai; Xiaodan Yang; Sheng Li; Junfeng Li; Menglei Ma; Huan Yu; Yuling He; Lingdong Kong; Xumeng Ji; Yiliang Liu; Nan Wu; Mathew Thomas; Fan Yang; Ziping Wang,,,,,,Stage (stratigraphy); Adenocarcinoma; Medicine; Adjuvant therapy; Lung; Oncology; Internal medicine; Clinical significance; Radiology; Cancer; Biology; Paleontology,,,,,,http://dx.doi.org/10.2139/ssrn.4676986,,10.2139/ssrn.4676986,,,0,,0,true,,green
188-526-092-619-155,"Kidney Cancer, Version 3.2022, NCCN Clinical Practice Guidelines in Oncology",,2022,journal article,Journal of the National Comprehensive Cancer Network,15401405; 15401413,"Harborside Press, LLC",United States,Robert J. Motzer; Eric Jonasch; Neeraj Agarwal; Ajjai Alva; Michael Baine; Kathryn Beckermann; Maria I. Carlo; Toni K. Choueiri; Brian A. Costello; Ithaar H. Derweesh; Arpita Desai; Yasser Ged; Saby George; John L. Gore; Naomi Haas; Steven L. Hancock; Payal Kapur; Christos Kyriakopoulos; Elaine T. Lam; Primo N. Lara; Clayton Lau; Bryan Lewis; David C. Madoff; Brandon Manley; M. Dror Michaelson; Amir Mortazavi; Lakshminarayanan Nandagopal; Elizabeth R. Plimack; Lee Ponsky; Sundhar Ramalingam; Brian Shuch; Zachary L. Smith; Jeffrey Sosman; Mary A. Dwyer; Lisa A. Gurski; Angela Motter,"<jats:p>The NCCN Guidelines for Kidney Cancer focus on the screening, diagnosis, staging, treatment, and management of renal cell carcinoma (RCC). Patients with relapsed or stage IV RCC typically undergo surgery and/or receive systemic therapy. Tumor histology and risk stratification of patients is important in therapy selection. The NCCN Guidelines for Kidney Cancer stratify treatment recommendations by histology; recommendations for first-line treatment of ccRCC are also stratified by risk group. To further guide management of advanced RCC, the NCCN Kidney Cancer Panel has categorized all systemic kidney cancer therapy regimens as “Preferred,” “Other Recommended Regimens,” or “Useful in Certain Circumstances.” This categorization provides guidance on treatment selection by considering the efficacy, safety, evidence, and other factors that play a role in treatment selection. These factors include pre-existing comorbidities, nature of the disease, and in some cases consideration of access to agents. This article summarizes surgical and systemic therapy recommendations for patients with relapsed or stage IV RCC.</jats:p>",20,1,71,90,Medicine; Kidney cancer; Systemic therapy; Renal cell carcinoma; Internal medicine; Cancer; Oncology; Stage (stratigraphy); Kidney disease; Intensive care medicine; Biology; Breast cancer; Paleontology,,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10191161/pdf/nihms-1895044.pdf https://www.ncbi.nlm.nih.gov/pmc/articles/10191161,http://dx.doi.org/10.6004/jnccn.2022.0001,,10.6004/jnccn.2022.0001,,,0,000-066-648-325-353; 000-168-811-013-147; 000-386-212-331-579; 000-774-701-758-914; 002-536-108-330-879; 002-980-952-257-006; 003-311-737-116-372; 003-880-836-979-165; 005-295-041-452-461; 005-371-191-862-863; 006-109-581-803-853; 006-611-443-006-665; 006-755-599-770-857; 007-254-425-876-011; 007-576-967-916-024; 007-631-151-791-440; 008-182-432-215-63X; 008-261-198-430-467; 008-483-565-359-281; 008-988-563-053-565; 009-402-839-594-828; 011-442-869-180-552; 011-951-968-514-576; 012-059-810-465-507; 012-461-878-363-537; 013-507-643-656-973; 013-793-511-967-067; 014-541-005-348-314; 014-951-475-012-323; 015-073-277-931-185; 015-082-155-094-336; 015-135-895-995-689; 015-756-105-757-080; 015-811-708-699-210; 017-005-776-747-081; 017-059-136-253-546; 018-008-610-348-136; 018-715-243-131-64X; 019-190-154-434-785; 019-998-790-652-179; 020-898-979-346-682; 021-466-539-238-298; 021-635-383-138-075; 022-832-943-079-173; 023-800-581-093-92X; 024-226-817-777-23X; 025-248-730-572-622; 027-376-662-909-332; 027-396-342-543-480; 028-426-317-331-153; 030-283-656-423-884; 030-880-435-971-057; 031-082-677-498-08X; 032-459-705-085-420; 033-713-842-936-268; 033-936-348-020-973; 034-562-105-276-141; 034-614-894-074-279; 035-289-082-759-344; 035-743-036-223-511; 036-463-299-583-367; 038-236-722-626-831; 039-104-454-876-173; 039-657-735-451-69X; 041-262-293-645-758; 042-690-146-082-227; 043-350-132-703-665; 045-783-071-790-342; 047-176-577-866-170; 048-023-962-137-862; 048-139-097-117-756; 049-225-377-260-845; 050-672-364-256-96X; 052-313-146-321-442; 055-318-887-627-758; 055-689-231-602-075; 058-937-517-751-622; 060-817-258-218-06X; 061-081-196-558-575; 061-775-466-447-901; 061-869-507-770-535; 062-232-252-935-85X; 065-158-698-508-226; 069-398-501-235-817; 070-489-742-930-836; 070-577-837-284-494; 071-636-544-708-728; 072-378-108-373-201; 074-543-719-357-058; 074-829-244-851-08X; 078-297-975-633-351; 079-616-793-747-720; 079-740-764-858-331; 080-260-999-549-624; 080-393-336-211-744; 080-848-840-669-664; 080-917-347-112-148; 081-021-202-945-530; 081-288-941-339-73X; 081-327-034-484-377; 087-750-409-964-219; 087-810-821-234-316; 089-374-100-843-861; 091-274-700-522-248; 091-521-447-769-532; 092-890-280-415-037; 096-167-829-250-093; 096-303-841-024-172; 098-670-148-581-023; 099-068-142-665-810; 101-458-491-522-328; 104-822-361-340-574; 108-884-698-285-194; 110-868-204-316-846; 113-893-003-059-189; 116-043-118-306-184; 116-288-286-185-161; 122-958-860-399-699; 125-070-686-162-30X; 127-783-459-626-226; 144-323-619-904-408; 145-381-935-420-810; 149-556-281-877-068; 153-447-803-073-158; 155-291-734-077-44X; 189-080-594-874-044,553,true,,green
188-534-392-858-764,Prediction Recurrence in Stage I Epidermal Growth Factor Receptor-Mutated Non-Small Cell Lung Cancer Using Multi-Modal Data,2025-01-01,2025,preprint,,,Elsevier BV,,Akiko Tateishi; Hidehito Horinouchi; Nobuji Kouno; Katsuji Takeda; Ken Takasawa; Takaaki Mizuno; Yu Okubo; Yukihiro Yoshida; Mototaka Miyake; Masahiko Kusumoto; Koji Inaba; Hiroshi Igaki; Yasushi Yatabe; Masami Mukai; Naoki Mihara; Jo Nishino; Aya Kuchiba; Taro Shibata; Kouya Shiraishi; Shun-ichi Watanabe; Masaaki Komatsu; Takashi Kohno; Yuichiro Ohe; Ryuji Hamamoto,,,,,,Epidermal growth factor receptor; Modal; Stage (stratigraphy); Lung cancer; Oncology; Cancer research; Epidermal growth factor; Receptor; Internal medicine; Medicine; Biology; Chemistry; Paleontology; Polymer chemistry,,,,,,http://dx.doi.org/10.2139/ssrn.5342809,,10.2139/ssrn.5342809,,,0,,0,true,,green
189-566-155-375-630,"Factors affecting the decision to disclose illness and responses from human resource professionals to survivors of childhood, adolescent, and young-adult cancer",2019-09-10,2019,,,,,,Miyako Tsuchiya; Makiko Tazaki; Yoshinori Takata; Miyako Takahashi,,56,2,189,197,Human resources; Cancer; Young adult; Medicine; Gerontology,,,,,https://www.jstage.jst.go.jp/article/jspho/56/2/56_189/_article https://www.jstage.jst.go.jp/article/jspho/56/2/56_189/_pdf,https://www.jstage.jst.go.jp/article/jspho/56/2/56_189/_article,,,2989355258,,0,013-952-542-937-536; 014-390-104-770-590; 036-451-515-382-466; 037-650-774-390-434; 038-290-919-448-829; 061-813-757-792-320; 094-155-301-348-26X; 097-781-810-946-265; 104-699-852-508-940; 128-519-086-015-927; 156-192-245-025-238; 166-369-641-785-072,0,false,,
189-737-144-395-808,Supplementary Table 1 and Figure S1- S8 from Targeting the PI3K/AKT Pathway Overcomes Enzalutamide Resistance by Inhibiting Induction of the Glucocorticoid Receptor,2023-04-03,2023,other,,,American Association for Cancer Research (AACR),,Remi Adelaiye-Ogala; Berkley E. Gryder; Yen Thi Minh Nguyen; Aian Neil Alilin; Adlai R. Grayson; Wardah Bajwa; Keith H. Jansson; Michael L. Beshiri; Supreet Agarwal; Jose Antonio Rodriguez-Nieves; Brian Capaldo; Kathleen Kelly; David J. VanderWeele,<jats:p>&lt;p&gt;Supplementary Figure 1. Assessment of ipatasertib as single agent across models representing hormone sensitive PCa in vitro. Supplementary Figure 2. Assessment of ipatasertib on GR expression. Supplementary Figure 3. Western blot indicating effects of inhibitors on PI3K/AKT/mTOR signaling in LREX cell lines.Supplementary Figure 4. (A) Efficient knockdown of GR gene (NR3C1) and protein in LREX cells as indicated by qRT-PCR and western blot. Cell viability assay using LREX cells indicates no added effect when combining ipatasertib and enzalutamide compared to non silencing control following NR3C1 knockdown. (B) Quantitative RT-PCR and western blot indicating exogeneous overexpression of GR in engineered LNCAP and LREX cell lines. Cell viability assay indicates decreased response to ipatasertib in LNCaP and LREX cells overexpressing GR compared to control cells (Right panel). (C) 22RV1 cells have constitutively high GR expression that is not decreased with ipatasertib (right panel) and have marginal response to ipatasertib (left panel).&lt;/p&gt;</jats:p>,,,,,Gene knockdown; PI3K/AKT/mTOR pathway; LNCaP; Protein kinase B; Gene silencing; Viability assay; Molecular biology; Glucocorticoid receptor; Western blot; Cell growth; Cell culture; Biology; Chemistry; Glucocorticoid; Signal transduction; Cell biology; Endocrinology; Gene; Cancer cell; Genetics; Cancer,,,,,,http://dx.doi.org/10.1158/1535-7163.22520719.v1,,10.1158/1535-7163.22520719.v1,,,0,,0,true,cc-by,gold
189-768-418-408-47X,EP.07A.16 The Prognostic Disparities Between the T3 Descriptors in Surgically Resected Primary Lung Cancer,,2024,journal article,Journal of Thoracic Oncology,15560864; 15561380,Elsevier BV,United States,A. Suzuki; M. Kawahara; Y. Yazaki; S. Yoshimine; J. Ichinose; Y. Matsuura; M. Nakao; S. Okumura; M. Mun,,19,10,S530,S530,Medicine; Lung cancer; Internal medicine; Oncology; Primary (astronomy); Radiology; Astronomy; Physics,,,,,https://www.jto.org/article/S1556-0864(24)01853-7/pdf https://doi.org/10.1016/j.jtho.2024.09.979,http://dx.doi.org/10.1016/j.jtho.2024.09.979,,10.1016/j.jtho.2024.09.979,,,0,,0,true,,bronze
190-027-951-901-956,Complete responses after neoadjuvant toripalimab and chemoradiotherapy for oesophageal squamous cell carcinoma: in situ and ex vivo 3.0 T MRI assessment.,2023-11-01,2023,journal article,The British journal of surgery,13652168; 00071323,John Wiley and Sons Ltd,United States,Lijun Zhao; Xiangzhi Zhu; Ning Jiang; Jingyuan Zhang; Cheng Kong; Qicen Xu; Lingling Gu; Xiaodong Xie; Ming Jiang; Zhen Guo,,111,1,,,Medicine; Ex vivo; Chemoradiotherapy; In situ; Basal cell; Esophageal squamous cell carcinoma; Neoadjuvant therapy; Oncology; Pathology; Carcinoma in situ; Internal medicine; In vivo; Carcinoma; Radiation therapy; Cancer; Biotechnology; Meteorology; Biology; Physics; Breast cancer,,"Humans; Esophageal Squamous Cell Carcinoma/diagnostic imaging; Neoadjuvant Therapy; Chemoradiotherapy; Esophageal Neoplasms/therapy; Magnetic Resonance Imaging; Esophagectomy; Antibodies, Monoclonal, Humanized","toripalimab; Antibodies, Monoclonal, Humanized",Wujieping Medical Foundation (320.6750.2020-13-5),https://academic.oup.com/bjs/advance-article-pdf/doi/10.1093/bjs/znad363/52763214/znad363.pdf https://doi.org/10.1093/bjs/znad363,http://dx.doi.org/10.1093/bjs/znad363,37931155,10.1093/bjs/znad363,,,0,012-105-083-173-51X; 020-753-428-499-845; 026-714-873-573-800; 036-438-110-149-168; 059-306-890-401-247,0,true,,bronze
190-575-684-980-668,Novel immune subtypes identification of HER2-positive breast cancer based on immunogenomic landscape,2022-05-15,2022,journal article,Medical Oncology,1559131x; 13570560; 07360118,Springer Science and Business Media LLC,United States,Lingli Huang; Xin Liu; Li Li; Lei Wang; Nan Wu; Zhixian Liu,,39,7,92,92,Immune system; Biology; FOXP3; Cancer research; Signal transduction; Immune checkpoint; Immunology; Immunotherapy; Cell biology,,,,Natural Science Foundation of Jiangsu Province; China Postdoctoral Science Foundation,,http://dx.doi.org/10.1007/s12032-022-01690-3,,10.1007/s12032-022-01690-3,,,0,000-387-678-849-964; 000-689-248-618-289; 000-888-537-512-714; 004-185-237-200-596; 004-711-878-633-17X; 008-519-231-732-56X; 010-484-539-626-530; 012-511-667-982-787; 018-368-672-735-253; 020-337-866-417-640; 020-807-997-016-875; 021-037-701-078-005; 021-065-645-377-649; 024-674-689-095-937; 026-996-548-843-780; 027-150-896-613-372; 028-706-814-564-974; 032-706-746-225-675; 034-874-554-311-54X; 036-438-381-267-668; 043-572-268-133-079; 044-435-933-883-415; 044-802-890-289-118; 045-341-593-278-014; 047-051-590-731-685; 048-520-651-732-549; 053-367-920-129-127; 054-367-652-306-954; 054-866-503-171-685; 058-579-390-030-715; 063-688-453-610-631; 068-636-480-520-065; 070-279-103-885-535; 086-920-829-116-93X; 089-810-253-654-533; 095-256-380-161-135; 108-298-116-795-433; 111-475-192-453-26X; 113-327-802-065-829; 119-714-227-026-249; 136-481-614-148-627; 137-768-020-462-373; 144-438-468-981-835; 146-388-075-450-697; 188-240-173-863-308,2,false,,
190-795-597-688-292,Ribosome biogenesis is a therapeutic vulnerability in paediatric neuroblastoma,2025-03-28,2025,preprint,,,,,Camille Jouines; Piero Lo Monaco; Angéline Gaucherot; Marie‐Ambre Monet; Isabelle Iacono; Valentin Simioni; Déborah Monchiet; Jean‐Jacques Diaz; Valérie Combaret; Virginie Marcel; Frédéric Catez,Our study reinforces the therapeutic potential of ribosome biogenesis inhibition in neuroblastoma and expands the list of potential targets to include rRNA maturation factors. These findings highlight the promise of targeting ribosome biogenesis as a novel approach for neuroblastoma treatment.,,,,,Vulnerability (computing); Ribosome biogenesis; Biogenesis; Neuroblastoma; Computational biology; Ribosome; Biology; Computer science; RNA; Genetics; Computer security; Cell culture; Gene,,,,,https://www.biorxiv.org/content/biorxiv/early/2025/03/28/2025.03.26.645392.full.pdf https://doi.org/10.1101/2025.03.26.645392,https://www.biorxiv.org/content/biorxiv/early/2025/03/28/2025.03.26.645392.full.pdf,,,,,0,,0,true,,gold
190-824-146-259-94X,A study protocol for the CHinA National CancEr Screening (CHANCES) Trial: a randomized controlled study to compare the screening strategies for lung cancer and colorectal cancer,2024-05-03,2024,preprint,,,Springer Science and Business Media LLC,,Yibo Gao; Ping Hu; Ning Wu; Fengwei Tan; Wei Cao; Wei Tang; Xin Li; Yan Wen; Jiang Li; Fei Wang; Yongjie Xu; Yiwen Yu; Chao Qin; Xuesi Dong; Jiansong Ren; Zhuoyu Yang; Yadi Zheng; Zheng Wu; Paul Pinsky; Philip Prorok; Martina Taylor; Min Dai; Ni Li; Barnett Kramer; Jie He,"<title>Abstract</title>;         <p><bold>Background: </bold>Cancer screening strategies play a crucial role in early detection and subsequent management of lung cancer and colorectal cancer. However, there remains a paucity of high-quality evidence from developing regions. The CHinA National CancEr Screening (CHANCES) Trial aims to comprehensively evaluate and compare different screening strategies for lung cancer and colorectal cancer (CRC) in the Chinese population.; <bold>Methods: </bold>The CHANCES trial is a randomized controlled trial aimed at assessing the effectiveness of screening using low-dose computed tomography (LDCT) either annually or biennially for reducing lung cancer-specific mortality. Additionally, our trial seeks to evaluate the efficacy of various screening strategies for CRC. In this 5-year project, a total of 99,000 participants aged 50-74 from 25 provinces will be enrolled and randomized into one of three arms: i) receiving five annual LDCT scans along with a single colonoscopy (n=19,800); ii) undergoing three biennial LDCT scans and five annual fecal blood tests using fecal immunochemical testing (FIT) (n=39,600); iii) opting for either a single colonoscopy or five annual FIT tests (n=39,600). Participants with positive FIT findings will be recommended to undergo a diagnostic colonoscopy. The primary endpoint of this study is lung cancer-specific mortality, and cost-effectiveness analyses of the various screening strategies in the Chinese population are also planned.; <bold>Discussion</bold>: To our knowledge, this trial represents the first endeavor statistically powered to assess the potential reduction in lung-cancer-specific mortality through screening with LDCT annually or biennially compared to a no screening arm. Additionally, it seeks to explore the feasibility of integrating lung cancer and CRC screening in a developing nation setting. The anticipated findings from this study hold the potential to provide evidence-based recommendations for cancer screening programs, thereby advancing cancer prevention and control efforts not only in China but also globally.; <bold>Trial registration</bold>: ChiCTRN(Chinese Clinical Trial Registry Number), ChiCTR1900025257. Registered on 2019-08-18.</p>",,,,,Colorectal cancer; Medicine; Cancer; Randomized controlled trial; Protocol (science); Lung cancer; Oncology; China; Internal medicine; Alternative medicine; Political science; Pathology; Law,,,,,https://www.researchsquare.com/article/rs-4278739/latest.pdf https://doi.org/10.21203/rs.3.rs-4278739/v1,http://dx.doi.org/10.21203/rs.3.rs-4278739/v1,,10.21203/rs.3.rs-4278739/v1,,,0,008-054-844-239-957; 014-777-593-157-792; 026-517-650-877-53X; 028-133-726-193-581; 035-031-621-996-245; 066-344-402-378-326; 075-830-134-234-253; 080-105-823-298-593; 086-578-237-945-514; 087-712-501-301-680; 099-281-777-236-30X; 104-685-279-964-347; 153-021-205-399-766,0,true,cc-by,gold
190-864-121-736-11X,Enhancing CAR T cell therapy through in silico modeling of hinge sequence length based on epitope location,,2024,journal article,Biophysical Journal,00063495; 15420086,Elsevier BV,United States,Justin M. Mirazee; Akashnathan Aranganathan; Sooraj Achar; Dongya Jia; Xiang Chen; Bodhi P. Vani; Christopher D. Chien; Marie Pouzolles; Kniya DeDe; Philippe Youkharibache; Kylie Walters; Pratyush Tiwary; Gregoire Altan-Bonnet; Naomi Taylor,,123,3,552a,552a,Epitope; In silico; Hinge; Antigen; Computational biology; Biology; Chimeric antigen receptor; T cell; Genetics; Gene; Immune system; Engineering; Mechanical engineering,,,,,,http://dx.doi.org/10.1016/j.bpj.2023.11.3338,,10.1016/j.bpj.2023.11.3338,,,0,,3,false,,
